단축코드,한글 종목약명,상장주식수
67830,세이브존I&C,41040895
258830,세종메디칼,55365742
36630,세종텔레콤,220000000
39310,세중,18121667
75580,세진중공업,56849456
67770,세진티에스,8396593
53450,세코닉스,14792803
222810,세토피아,75659350
252500,세화피앤씨,41486390
321370,센서뷰,26130380
347000,센코,33004976
331920,셀레믹스,8164148
49180,셀루메드,49234444
299660,셀리드,13602977
268600,셀리버리,36667845
108860,셀바스AI,26914790
208370,셀바스헬스케어,25680564
318160,셀바이오휴먼텍,9260901
258250,셀젠텍,4989375
68270,셀트리온,216993223
68760,셀트리온제약,41585174
68940,셀피글로벌,38260597
60230,소니드,40360949
290690,소룩스,29298150
950200,소마젠,19236053
32680,소프트센,105590764
32685,소프트센우,357142
258790,소프트캠프,24991284
66910,손오공,33784259
43100,솔고바이오,67759208
33637K,솔루스첨단소재1우,16908766
33637L,솔루스첨단소재2우B,3778296
336370,솔루스첨단소재,70217344
248070,솔루엠,50005551
35610,솔본,27345997
357780,솔브레인,7778566
36830,솔브레인홀딩스,20964056
304100,솔트룩스,12093808
328380,솔트웨어,34262778
4430,송원산업,24000000
86980,쇼박스,62638000
50960,수산아이앤티,6751000
126720,수산인더스트리,14286000
17550,수산중공업,62399130
84180,수성웹툰,115840039
253840,수젠텍,16725608
67160,SOOP,11494767
298830,슈어소프트테크,52619061
236200,슈프리마,7193273
94840,슈프리마에이치큐,10471840
192440,슈피겐코리아,6216363
424960,스마트레이더시스템,15569340
136510,스마트솔루션즈,57451841
99440,스맥,40243394
33790,스카이문스테크놀로지,17117100
276040,스코넥,12554474
159910,스킨앤스킨,35415074
204210,스타리츠,7826815
115570,스타플렉스,7984508
330730,스톤브릿지벤처스,18150830
352090,스톰테크,13436499
204630,스튜디오산타클로스,122877186
253450,스튜디오드래곤,30058498
408900,스튜디오미르,31552846
415380,스튜디오삼익,4225498
26890,스틱인베스트먼트,41678175
13810,스페코,14655470
203690,스피어파워,12565851
49830,승일,6132112
20710,시공테크,20047970
33170,시그네틱스,85728319
48870,시너지이노베이션,82708344
25320,시노펙스,83817936
134790,시디즈,2000000
269620,시스웍,148582691
480,CR홀딩스,46890490
429270,시지트로닉스,4506250
418250,시큐레터,7981542
131090,시큐브,44000000
232830,시큐센,11707472
16590,신대양제지,40297820
290520,신도기연,15929362
29530,신도리코,10080029
4970,신라교역,16000000
1000,신라섬유,24277540
25870,신라에스지,4000000
215600,신라젠,102867125
65350,신성델타테크,27483948
416180,신성에스티,9039778
11930,신성이엔지,205848151
5390,신성통상,143708390
34300,신세계건설,7760554
4170,신세계,9845181
35510,신세계 I&C,17200000
31430,신세계인터내셔날,35700000
31440,신세계푸드,3872480
6880,신송홀딩스,11828858
162300,신스틸,41471382
290560,신시웨이,3877972
2800,신신제약,15170500
5800,신영와코루,9000000
1720,신영증권,16440000
472220,신영스팩10호,4690000
430220,신영스팩8호,6760000
445970,신영스팩9호,5360000
9270,신원,102586356
17000,신원종합개발,11668027
2700,신일전자,71047521
12790,신일제약,11986415
138070,신진에스엠,17503204
226330,신테카바이오,15258475
2870,신풍,34958700
19175,신풍제약우,2200000
19170,신풍제약,52984990
55550,신한지주,509393214
404990,신한서부티엔디리츠,55955884
293940,신한알파리츠,88100123
418210,신한제10호스팩,3660000
452980,신한제11호스팩,18905000
474660,신한제12호스팩,5520000
474930,신한제13호스팩,3620000
405640,신한제9호스팩,4535000
56700,신화인터텍,29135091
187270,신화콘텍,10143845
4080,신흥,9500000
243840,신흥에스이씨,38919035
257720,실리콘투,60389234
222800,심텍,31854143
36710,심텍홀딩스,48350145
160980,싸이맥스,10924243
356890,싸이버원,11916325
217330,싸이토젠,22423102
102280,쌍방울,262592129
3410,쌍용C&E,443786866
10280,쌍용정보통신,65123786
4770,써니전자,36702884
217320,썬테크,1050000
208640,썸에이지,139240254
222420,쎄노텍,45460231
37760,쎄니트,33832921
99320,쎄트렉아이,10951278
49960,쎌바이오텍,9400000
88280,쏘닉스,17306490
403550,쏘카,32794652
50890,쏠리드,61221640
13720,CBI,42834188
109670,씨싸이트,5712921
66790,씨씨에스,65152039
222080,씨아이에스,71440876
4920,씨아이테크,50065793
236030,씨알푸드,2033332
103660,씨앗,6017471
352480,씨앤씨인터내셔널,10013941
245450,씨앤에스링크,1579960
23460,CNH,37200000
264660,씨앤지하이테크,9316935
352700,씨앤투스,27276899
56730,CNT85,74111186
65770,CS,19411130
297090,씨에스베어링,27270000
83660,CSA 코스믹,61247181
112610,씨에스윈드,42171403
900120,씨엑스아이,288232166
359090,씨엔알리서치,56112263
286000,씨엔티드림,4739422
115530,씨엔플러스,67963000
115480,씨유메디칼,48224558
340810,씨유박스,10347861
376290,씨유테크,17657500
189330,씨이랩,6092284
120,CJ대한통운,22812344
311690,CJ 바이오사이언스,9112502
79160,CJ CGV,122432292
35760,CJ ENM,21929154
97955,CJ제일제당 우,1327433
97950,CJ제일제당,15054186
51500,CJ프레시웨이,11871586
96530,씨젠,52225994
83790,CG인바이츠,76894182
101240,씨큐브,10340947
60590,씨티씨바이오,24181020
308170,씨티알모빌리티,8610000
260930,씨티케이,19341591
52300,씨티프라퍼티,132651430
13990,아가방컴퍼니,32887536
123860,아나패스,12123415
25980,아난티,90629478
8700,아남전자,77124820
125210,아모그린텍,16496790
2795,아모레G우,6443770
00279K,아모레G3우(전환),7092200
2790,아모레G,82458180
90435,아모레퍼시픽우,10557830
90430,아모레퍼시픽,58492759
52710,아모텍,14615109
74430,아미노로직스,87826844
92040,아미코젠,55018347
83930,아바코,14912798
149950,아바텍,15607500
36010,아비코전자,13292934
2030,아세아,2115648
183190,아세아시멘트,38501886
2310,아세아제지,44782510
50860,아세아텍,22500000
12170,아센디오,103569488
136410,아셈스,11019106
246720,아스타,13203955
67390,아스트,315612111
159010,아스플로,13334739
127710,아시아경제,34904082
267850,아시아나IDT,11100000
20560,아시아나항공,74411764
227610,아우딘퓨쳐스,31651838
143160,아이디스,10716390
54800,아이디스홀딩스,10347756
332370,아이디피,13273726
122900,아이마켓코리아,33428840
339950,아이비김영,44946655
439730,IBKS제20호스팩,4310000
442770,IBKS제21호스팩,4210000
448760,IBKS제22호스팩,4430000
467930,IBKS제23호스팩,4230000
469480,IBKS제24호스팩,4230000
99190,아이센스,27637273
289010,아이스크림에듀,12864037
214430,아이쓰리시스템,7106760
40910,아이씨디,18574275
368600,아이씨에이치,17538346
52860,아이앤씨,17862854
10780,아이에스동서,30186976
95340,ISC,21197058
69920,아이에스이커머스,25826362
38880,아이에이,315334702
307180,아이엘사이언스,26701698
101390,아이엠,9625837
461030,아이엠비디엑스,13992625
52220,iMBC,23000000
456570,아이엠지티,4938485
451220,아이엠티,7874611
447690,아이오바이오,2564067
78860,아이오케이,4806323
90150,아이윈,41875293
123010,아이윈플러스,32658542
31310,아이즈비전,22843356
185490,아이진,27029784
59100,아이컴포넌트,7070860
149010,아이케이세미콘,3120000
262840,아이퀘스트,19290000
175250,아이큐어,37558368
52460,아이크래프트,14607936
119830,아이텍,21434297
52770,아이톡시,43979489
124500,아이티센,23204527
372800,아이티아이즈,6026990
99520,ITX-AI,45281824
84850,아이티엠반도체,22682934
114840,아이패밀리에스씨,17201944
139990,아주스틸,26452189
27360,아주IB투자,120845406
32080,아즈텍WB,21491029
13310,아진산업,38806582
59120,아진엑스텍,9748596
158430,아톤,22576635
321820,아티스트유나이티드,13366460
149300,아퓨어스,43486252
102950,아하,13121903
1540,안국약품,13042420
53800,안랩,10013855
251280,안지오랩,2989678
65660,안트로젠,9731373
297570,알로이스,34621218
1780,알루코,96681632
260660,알리코제약,15327021
354320,알멕,6391381
361570,알비더블유,28635291
131370,알서포트,53267083
140670,알에스오토메이션,9303140
327260,RF머트리얼즈,8433231
96610,알에프세미,17386411
218410,RFHIC,26484442
61040,알에프텍,32089259
148250,알엔투테크놀로지,7391186
347860,알체라,21550372
196170,알테오젠,53011828
123750,알톤,12746297
85810,알티캐스트,29685769
117670,알파홀딩스,39940137
314140,알피바이오,8666361
291650,압타머사이언스,16980252
293780,압타바이오,22298866
18250,애경산업,26409935
161000,애경케미칼,48648709
390110,애니메디솔루션,9087297
196300,애니젠,6003387
310200,애니플러스,45520979
299910,애닉,4721384
179530,애드바이오텍,9140444
900100,애머릿지,42197899
205500,액션스퀘어,51928120
52790,액토즈소프트,11330638
290740,액트로,10065011
238090,앤디포스,23541303
92600,앤씨앤,25083517
129890,앱코,50643410
174900,앱클론,16423321
255440,야스,13058000
30960,양지사,15980000
102120,어보브반도체,17780753
263540,어스앤에어로스페이스,14294091
238120,얼라인드,14378896
224810,엄지하우스,4200000
19990,에너토크,9756088
11090,에넥스,59991641
270660,에브리봇,12231342
38680,에스넷,19549677
137310,에스디바이오센서,124477353
217480,에스디생명공학,109733141
121890,에스디시스템,12686120
99220,SDN,56171811
118000,에스메디,142777363
304360,에스바이오메딕스,11427076
289080,SV인베스트먼트,53234000
389500,에스비비테크,6174904
19550,SBI인베스트먼트,162066575
34120,SBS,18551238
42110,에스씨디,48329564
36120,SCI평가정보,35500000
246960,SCL사이언스,7236830
298060,에스씨엠생명과학,20467248
65420,에스아이리소스,71577299
270210,에스알바이오텍,1242705
103230,에스앤더블류,7200000
260970,에스앤디,2892754
101490,에스앤에스텍,21451447
95910,에스에너지,19504503
275630,에스에스알,6017989
419530,SAMG엔터,8590930
31330,에스에이엠티,99995067
351320,에스에이티이엔지,22015886
60540,에스에이티,26133306
56190,에스에프에이,35908760
36540,SFA반도체,164460303
80000,에스엔유,34322870
91340,S&K폴리텍,11703721
5850,에스엘,46448520
214310,에스엘에너지,73582603
246250,에스엘에스바이오,7674103
258540,에스엘테라퓨틱스,10378119
63440,SM Life Design,46029154
10580,에스엠벡셀,111251760
299670,에스엠비나,5450000
41510,에스엠,23589522
48550,SM C&C,96706620
7820,에스엠코어,20033946
109610,에스와이,48907400
365330,에스와이스틸텍,30610000
12750,에스원,37999178
31860,에스유홀딩스,13030351
306040,에스제이그룹,9865828
33530,에스제이지세종,27820961
217910,에스제이켐,12990522
4060,SG세계물산,202424960
16250,SGC E&C,3243585
49470,SGA,58862249
184230,SGA솔루션즈,62599161
40610,SG&G,34087196
255220,SG,61175890
6125,SK디스커버리우,1358455
6120,SK디스커버리,18785855
302440,SK바이오사이언스,76827750
326030,SK바이오팜,78313250
475150,SK이터닉스,25560170
457940,에스케이증권제10호스팩,3310000
472230,에스케이증권제11호스팩,4155000
473000,에스케이증권제12호스팩,3310000
435870,에스케이증권제8호스팩,3720000
455910,에스케이증권제9호스팩,5020000
660,SK하이닉스,728002365
96630,에스코넥,77674543
69510,에스텍,10910000
234300,에스트래픽,27532242
39440,에스티아이,15830000
98660,에스티오,12500976
52020,에스티큐브,46694249
237690,에스티팜,18933904
50760,에스폴리텍,16334678
288620,에스퓨얼셀,6979316
443670,에스피소프트,21197026
317830,에스피시스템스,10773818
58610,에스피지,22177360
43340,에쎈테크,95000000
23960,에쓰씨엔지니어링,32861366
298690,에어부산,116640000
187660,에이디엠코리아,21836250
54630,에이디칩스,79709461
200710,에이디테크놀로지,13440822
96690,에이루트,33477189
78520,에이블씨엔씨,26014161
298380,에이비엘바이오,47892539
203400,에이비온,22025993
195990,에이비프로바이오,284689721
3800,에이스침대,11090000
88800,에이스테크,69926073
241840,에이스토리,9539994
311960,에이아이더뉴트리진,3062664
453860,에이에스텍,5657215
312610,에이에프더블류,20256888
15260,에이엔피,45116894
172670,에이엘티,8960259
234070,에이원알폼,6938482
140910,에이리츠,4463032
445090,에이직랜드,10678404
39570,HDC랩스,25957601
89470,HDC현대EP,31900000
9540,HD한국조선해양,70773116
267270,HD현대건설기계,19700793
443060,HD현대마린솔루션,44450000
10620,HD현대미포,39942149
267250,HD현대,78993085
322000,HD현대에너지솔루션,11200000
42670,HD현대인프라코어,199603453
267260,HD현대일렉트릭,36047135
329180,HD현대중공업,88773116
297890,HB솔루션,73114318
440290,HB인베스트먼트,27107010
78150,HB테크놀러지,92715916
72990,에이치시티,7287341
36640,HRS,16354800
44990,에이치엔에스하이텍,7511064
28300,HLB,130830364
3580,HLB글로벌,46679897
278650,HLB바이오스텝,86324714
343090,HLB사이언스,16440407
67630,HLB생명과학,107644871
47920,HLB제약,31766701
115450,HLB테라퓨틱스,79249138
46210,HLB파나진,41014527
239610,에이치엘사이언스,5392115
462020,에이치엠씨제6호스팩,4345000
11200,HMM,689039496
148930,에이치와이티씨,10175213
44780,에이치케이,18505787
195940,HK이노엔,28329891
403870,HPSP,82934144
357230,에이치피오,42089487
355690,에이텀,5397220
71670,에이테크솔루션,10000000
45660,에이텍,8260000
224110,에이텍모빌리티,5340000
21080,에이티넘인베스트,48000000
89530,에이티세미콘,96494927
200470,에이팩트,42362093
207490,에이펙스인텍,3600000
262260,에이프로,14468152
3060,에이프로젠바이오로직스,66575468
7460,에이프로젠,264837258
397030,에이프릴바이오,21721650
244920,에이플러스에셋,22607693
265520,AP시스템,15281421
278470,에이피알,7620178
54620,APS,19894221
211270,AP위성,15082304
109960,AP헬스케어,114152276
230240,에치에프알,13489026
230360,에코마케팅,32068029
38870,에코바이오,14014949
97780,에코볼트,67730338
448280,에코아이,9877043
101360,에코앤드림,11455283
128540,에코캡,26690460
86520,에코프로,133138340
450080,에코프로머티,68985218
247540,에코프로비엠,97801344
383310,에코프로에이치엔,15304932
38110,에코플라스틱,41169370
73540,에프알텍,11400000
64850,에프앤가이드,12080000
214270,FSN,33250463
36810,에프에스티,21756789
173940,에프엔씨엔터,15392808
83500,에프엔에스테크,8575722
446440,에피바이오텍,2297504
54940,엑사이엔씨,33173548
950130,엑세스바이오,36365847
205100,엑셈,71963431
356680,엑스게이트,28543492
70300,엑스큐어,7366074
317770,엑스페릭스,22781606
373200,엑스플러스,75705657
92870,엑시콘,10848797
317870,엔바이오니아,8506750
67570,엔브이에이치코리아,42170000
236810,엔비티,16975426
140610,엔솔바이오사이언스,10827814
333620,엔시스,10556344
101400,엔시트론,59186224
36570,엔씨소프트,21954022
238170,엔에스엠,20774684
224760,엔에스컴퍼니,3939700
422040,엔에이치스팩23호,7160000
437780,엔에이치스팩24호,5030000
438580,엔에이치스팩25호,3020000
439410,엔에이치스팩26호,8800000
440820,엔에이치스팩27호,7800000
451700,엔에이치스팩29호,14350000
466910,엔에이치스팩30호,9100000
104200,NHN벅스,14827550
60250,NHN KCP,40160611
400760,NH올원리츠,42200000
5945,NH투자증권우,18870968
5940,NH투자증권,327492299
265740,엔에프씨,8931800
53290,NE능률,16526307
354200,엔젠바이오,12889227
455900,엔젤로보틱스,14945381
419080,엔젯,10517817
93510,엔지브이아이,6020000
208860,엔지스테크널러지,16898408
183490,엔지켐생명과학,85065562
85310,엔케이,79983352
182400,엔케이맥스,85518831
348370,엔켐,19089312
58450,엔터파트너즈,11950864
69410,엔텔스,10244824
227950,엔투텍,103575530
291230,엔피,44083393
198080,엔피디,21535185
222160,NPX,9894439
48830,엔피케이,18723923
96870,엘디티,6678400
276240,엘리비젼,10413138
900140,엘브이엠씨홀딩스,171588411
376190,LB루셈,24600000
61970,LB세미콘,43784592
309960,LB인베스트먼트,23217239
290650,엘앤씨바이오,22684891
66970,엘앤에프,36294738
156100,엘앤케이바이오,19936743
60370,LS마린솔루션,25938232
417200,LS머트리얼즈,67652659
311060,엘에이티,7074134
108675,LX하우시스우,1032330
108670,LX하우시스,8967670
38380K,LX홀딩스1우,1465285
383800,LX홀딩스,76280690
73110,엘엠에스,8895755
83310,엘오티베큠,17810033
37560,LG헬로비전,77446865
37950,엘컴텍,84447519
225190,LK삼양,50748440
170920,엘티씨,9805620
58630,엠게임,19543877
58970,엠로,11212120
19590,엠벤처투자,113966542
97520,엠씨넥스,17977732
373170,엠아이큐브솔루션,5037930
179290,엠아이텍,32365678
9780,엠에스씨,17600000
123040,엠에스오토텍,45658277
323230,엠에프엠코리아,43274492
32790,엠젠솔루션,41756563
33160,엠케이전자,22066331
347890,엠투아이,16913204
33310,엠투엔,40342231
259630,엠플러스,12282402
60850,영림원소프트랩,8131000
14440,영보화학,20000000
143540,영우디에스피,44599895
111770,영원무역,44311468
9970,영원무역홀딩스,13635592
3520,영진약품,182892731
670,영풍,1842040
36560,영풍정밀,15750000
6740,영풍제지,46482148
12280,영화금속,51664505
265560,영화테크,10690180
12160,영흥,101310372
36000,예림당,23034277
250930,예선테크,33000440
53280,예스24,25000000
15360,예스코홀딩스,6000000
122640,예스티,20349701
900300,오가닉티코스메틱,245263481
212310,오건에코텍,10189602
45060,오공,16941974
80520,오디텍,11746609
7310,오뚜기,4007830
39830,오로라,10762890
322310,오로스테크놀로지,9366542
46120,오르비텍,27068824
14940,오리엔탈정공,45573661
2630,오리엔트바이오,118583005
65500,오리엔트정공,31742912
271560,오리온,39536132
1800,오리온홀딩스,62645422
10470,오리콤,11975050
417860,오브젠,3904850
352910,오비고,12194808
53980,오상자이엘,18982783
36220,오상헬스케어,14489416
52420,오성첨단소재,84353036
39200,오스코텍,37993965
31510,오스템,28000000
10060,OCI홀딩스,19606262
368970,오에스피,9346160
138080,오이솔루션,10624095
80580,오킨스전자,17679298
67170,오텍,15391605
353590,오토앤,12875570
173130,오파스넷,13046473
49480,오픈베이스,31422383
394280,오픈엣지테크놀로지,21838032
309930,오하임앤컴퍼니,21290990
244460,올리패스,31240601
226950,올릭스,16526595
57540,옴니시스템,61449355
131030,옵투스제약,16153162
82210,옵트론텍,27243789
109080,옵티시스,5636000
380540,옵티코어,28797096
153710,옵티팜,14669958
51390,YW,11355368
432430,와이랩,16122320
338840,와이바이오로직스,14769516
57030,YBM넷,16312697
122990,와이솔,28186941
232140,와이씨,82045350
112290,와이씨켐,10110545
65530,와이어블,52860000
67900,와이엔텍,18199659
7530,와이엠,19174452
155650,와이엠씨,19474358
273640,와이엠텍,10966000
251370,와이엠티,16314464
66430,와이오엠,39153476
273060,와이즈버즈,50459582
19210,와이지-원,33573819
122870,와이지엔터테인먼트,18691049
37270,YG PLUS,63429410
11690,와이투솔루션,36574394
40300,YTN,42000000
332570,와이팜,41590267
79000,와토스코리아,7200000
316140,우리금융지주,742591501
32820,우리기술,153819262
41190,우리기술투자,84000000
115440,우리넷,10754239
46970,우리로,43824999
82850,우리바이오,48436578
215360,우리산업,9132163
72470,우리산업홀딩스,18887341
73560,우리손에프앤지,69237643
37400,우리엔터프라이즈,26223346
153490,우리이앤엘,51480000
101170,우림피티에스,13500000
6980,우성,3090000
66590,우수AMS,39073104
17370,우신시스템,18314054
103840,우양,16366428
46940,우원개발,18074350
215380,우정바이오,13639326
65680,우주일렉트로,9530000
105840,우진,20323614
18620,우진비앤지,28889293
10400,우진아이엔에스,7622000
457550,우진엔텍,9271339
49800,우진플라임,20000000
16880,웅진,79927080
95720,웅진씽크빅,115505985
396470,워트,16120000
5820,원림,2297970
307280,원바이오젠,36959013
32940,원익,18193230
104830,원익머트리얼즈,12608000
240810,원익IPS,49083901
14190,원익큐브,35399906
74600,원익QnC,26288000
217820,원익피앤이,47454559
30530,원익홀딩스,77237981
12620,원일특강,4400000
382840,원준,15271581
336570,원텍,89340619
376980,원티드랩,9657906
122830,원포유,32751985
8370,원풍,12000000
8290,원풍물산,40693679
101160,월덱스,16510993
64090,웨스트라이즈,35931831
336060,웨이버스,48155200
95270,웨이브일렉트로,14971256
10600,웰바이오텍,90923407
65950,웰크론,28231302
76080,웰크론한텍,22594156
43590,웰킵스하이텍,27136762
196700,웹스,14364144
69080,웹젠,34950884
53580,웹케시,13636248
71460,위니아,35967295
377460,위니아에이드,15393405
44340,위닉스,17873425
330350,위더스제약,13202139
348350,위드텍,10183600
112040,위메이드,33948483
101730,위메이드맥스,33295292
123420,위메이드플레이,11469842
65370,위세아이텍,7383954
140660,위월드,2487252
38620,위즈코프,66546465
299900,위지윅스튜디오,171048884
36090,위지트,118392284
136540,윈스,13644162
320000,윈텍,18499148
97800,윈팩,59584496
192390,윈하이텍,10924991
8600,윌비스,67236039
335870,윙스풋,16681422
900340,윙입푸드,47973428
14830,유니드,6767600
446070,유니드비티플러스,10611215
36200,유니셈,30664223
18000,유니슨,126391459
47400,유니온머티리얼,42000000
910,유니온,15611619
203450,유니온커뮤니티,14079007
11330,유니켐,96754880
77500,유니퀘스트,21794015
11320,유니크,19320695
86390,유니테스트,21134126
241690,유니테크노,24470706
142210,유니트론텍,19246092
121060,유니포인트,5981670
48430,유라테크,11520000
206650,유바이오로직스,36484307
89850,유비벨록스,14730199
84440,유비온,19712800
32620,유비케어,52197139
264450,유비쿼스,10245706
78070,유비쿼스홀딩스,18696628
2920,유성기업,25947500
24800,유성티엔에스,37051812
700,유수홀딩스,26041812
54930,유신,3000000
69330,유아이디,14191091
49520,유아이엘,21784936
435380,유안타제10호스팩,5730000
444920,유안타제11호스팩,5240000
446150,유안타제12호스팩,4770000
449020,유안타제13호스팩,9730000
450940,유안타제14호스팩,4540000
473050,유안타제15호스팩,7010000
474490,유안타제16호스팩,5510000
430700,유안타제9호스팩,5240000
3475,유안타증권우,12912212
3470,유안타증권,199596576
263770,유에스티,23700172
337840,유엑스엔,3708041
72130,유엔젤,13195454
225,유유제약1우,2266930
227,유유제약2우B,325560
220,유유제약,17032351
388720,유일로보틱스,8937846
340930,유일에너테크,34204450
23410,유진기업,77310863
468760,유진스팩10호,4240000
388800,유진스팩7호,5010000
413630,유진스팩8호,5920000
442130,유진스팩9호,3460000
56080,유진로봇,37512152
84370,유진테크,22916042
240600,유진테크놀로지,6928151
1200,유진투자증권,96866418
221800,유투바이오,11287196
179900,유티아이,16286895
263050,유틸렉스,36762855
105,유한양행우,1180940
100,유한양행,80209064
3465,유화증권우,17476425
3460,유화증권,56702415
191410,육일씨엔에쓰,11167382
372170,윤성에프앤씨,7979048
146060,율촌,24015595
8730,율촌화학,24800000
72770,율호,69122796
8250,이건산업,10952635
39020,이건홀딩스,22584709
25820,이구산업,33442000
67920,이글루,10996119
44960,이글벳,12641883
303530,이노뎁,7339299
296640,이노룰스,5178252
302430,이노메트리,9833208
279060,이노벡스,9075076
214320,이노션,40000000
274400,이노시뮬레이션,7819826
56090,이노시스,93815001
73490,이노와이어리스,7603846
215790,이노인스트루먼트,40283149
344860,이노진,12030000
88390,이녹스,9385844
272290,이녹스첨단소재,20201658
53350,이니텍,19790916
452400,이닉스,9071428
264850,이랜시스,30152812
54210,이랜텍,25291210
9730,이렘,30556774
164060,이루다,20612413
65440,이루온,27275020
88260,이리츠코크렙,63341590
139480,이마트,27875819
115610,이미지스,15743995
78020,이베스트투자증권,55481190
131400,이브이첨단소재,59589882
419700,이브이파킹서비스,16266666
208850,이비테크,2820250
351330,이삭엔지니어링,8288520
80010,이상네트웍스,10000000
379390,이성씨엔아이,2841460
457190,이수스페셜티케미컬,30208280
86890,이수앱지스,35305182
7660,이수페타시스,63246419
5950,이수화학,22722739
15020,이스타코,42851600
47560,이스트소프트,11569332
900110,이스트아시아홀딩스,431932050
239340,이스트에이드,26979634
67010,이씨에스,12294000
93230,이아이디,254384360
341310,이앤에치,17293400
418620,이에이트,9650477
102710,이엔에프테크놀로지,14287836
74610,이엔플러스,70139359
41520,이엘씨,12188730
63760,이엘피,9325130
123570,이엠넷,22276078
278990,EMB,4801581
83470,이엠앤아이,21340329
95190,이엠코리아,42581037
91120,이엠텍,17132936
232530,이엠티,25614304
102460,이연제약,18586811
39030,이오테크닉스,12319550
294090,이오플로우,30416687
245620,EDGC,138493951
88290,이원컴포텍,30590933
84680,이월드,141806193
181340,이즈미디어,20058966
37370,EG,8624972
353810,이지바이오,34191720
350520,이지스레지던스리츠,28358617
334890,이지스밸류리츠,51443469
99750,이지케어텍,6834776
377330,이지트로닉스,8109954
35810,이지홀딩스,65145845
160600,이큐셀,34482552
92130,이크레더블,12043600
96040,이트론,906131295
134060,이퓨쳐,4769250
1840,이화공영,19805760
760,이화산업,2800000
24810,이화전기,201999488
14990,인디에프,75112995
41830,인바디,13683782
352940,인바이오,10867730
101140,인바이오젠,10044216
216400,인바이츠바이오코아,7711315
79950,인베니아,23200000
389470,인벤티지랩,8455556
277410,인산가,38356789
60150,인선이엔티,46563612
33230,인성정보,39215380
450520,인스웨이브시스템즈,4901526
6490,인스코비,116200150
37330,인지디스플레,43885224
100030,인지소프트,3283714
23800,인지컨트롤스,15809197
34590,인천도시가스,4374754
211050,인카금융서비스,51379800
83640,인콘,77720351
216050,인크로스,12843222
49070,인탑스,17200000
119610,인터로조,13216478
17250,인터엠,21045467
129260,인터지스,29747874
51370,인터플렉스,23327472
64290,인텍플러스,12863962
189300,인텔리안테크,10733334
150840,인트로메딕,41848476
48530,인트론바이오,34150762
23810,인팩,10000000
115310,인포바인,3192883
39290,인포뱅크,8693978
71200,인피니트헬스케어,24396458
101930,인화정공,9067273
249420,일동제약,28062501
230,일동홀딩스,11540400
13360,일성건설,54024880
3120,일성아이에스,13300000
333430,일승,30726747
68330,일신바이오,44216140
3200,일신방직,23280000
7110,일신석재,77456610
7575,일양약품우,445080
7570,일양약품,19085664
178780,일월지엠엘,13964195
8500,일정실업,1200000
19540,일지테크,13513500
81000,일진다이아,14202975
20760,일진디스플,51513741
103590,일진전기,47685390
94820,일진파워,15078709
271940,일진하이솔루스,36313190
15860,일진홀딩스,49347483
226320,잇츠한불,21929315
950140,잉글우드랩,19867866
49550,잉크테크,19606277
389020,자람테크놀로지,6197730
254120,자비스,30754270
43910,자연과환경,81391457
234920,자이글,13530910
289220,자이언트스텝,22121745
317400,자이에스앤디,38782520
33240,자화전자,22155870
174880,장원테크,4381265
49630,재영솔루텍,83633227
417840,저스템,7249175
950,전방,1680000
110020,전진바이오팜,8047181
208140,정다운,32684246
40420,정상제이엘에스,15677552
45510,정원엔시스,32209292
217190,제너셈,8769174
95700,제넥신,41510594
72520,제넨바이오,74163194
122310,제노레이,14553844
361390,제노코,7500789
66830,제노텍,5667180
225220,제놀루션,19190021
123330,제닉,7000000
159580,제로투세븐,20032636
147830,제룡산업,20000000
33100,제룡전기,16062409
79370,제우스,31016990
67290,JW신약,50841502
54950,제이브이엠,12089892
23440,제이스코홀딩스,54324262
90470,제이스텍,17476594
287410,제이시스메디칼,76637849
137950,제이씨케미칼,22267814
33320,제이씨현시스템,19114432
417500,제이아이테크,32784744
348950,제이알글로벌리츠,197376000
204270,제이앤티씨,57848466
194370,제이에스코퍼레이션,13335601
26040,제이에스티나,16503790
452160,제이엔비,9617527
126880,제이엔케이글로벌,23204903
322510,제이엘케이,16195712
254160,제이엠멀티,5160000
33050,제이엠아이,32579342
94970,제이엠티,16748240
418550,제이오,31772273
35900,JYP Ent.,35532492
25620,제이준코스메틱,4484846
420570,제이투케이바이오,5574115
89790,제이티,10315513
950170,JTC,50288623
30000,제일기획,115041225
52670,제일바이오,29129064
271980,제일약품,14704872
412540,제일엠앤에스,18082075
1560,제일연마,10000000
199820,제일일렉트릭,11110000
38010,제일테크노스,9000000
2620,제일파마홀딩스,15973355
276730,제주맥주,58566091
80220,제주반도체,34442833
6220,제주은행,32128774
89590,제주항공,80640985
216080,제테마,17858759
229000,젠큐릭스,14444005
82270,젬백스,39994174
64800,젬백스링크,107875617
44060,조광ILI,95732184
4910,조광페인트,12800000
4700,조광피혁,6649138
1550,조비,5192239
462520,조선내화,11855168
120030,조선선재,1257651
34940,조아제약,30979827
67000,조이시티,69903446
18470,조일알미늄,126631721
2600,조흥,600000
63160,종근당바이오,5485962
185750,종근당,13174420
1630,종근당홀딩스,5009861
33340,좋은사람들,96950558
36930,주성엔지니어링,48249212
109070,주성코퍼레이션,52810230
185190,수프로,9238625
357580,아모센스,11220264
226400,오스테오닉,20661601
440320,오픈놀,9805000
70960,용평리조트,48133333
187420,제노포커스,22758430
189350,코셋,4800000
348080,큐라티스,42152010
23450,동남합성,3500000
2380,KCC,8886471
